TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315974621.22684544,00000000-0000-0000-0000-000000000000,AV,137.9625511609797,2862.65588170932,MIA
315974621.22684544,00000000-0000-0000-0000-000000053253,OTHERS,136.5439048422835,2890.838439318852,MIA
315974621.22684544,00000000-0000-0000-0000-000000054922,OTHERS,136.69304404805592,2797.55991483671,MIA
315974621.22684544,00000000-0000-0000-0000-000000054829,OTHERS,134.3346807060735,2855.283640724753,MIA
315974621.22684544,00000000-0000-0000-0000-000000054886,OTHERS,144.9543670528663,2854.729152418787,MIA
315974621.22684544,00000000-0000-0000-0000-000000054936,OTHERS,134.95838589384385,2840.789017318274,MIA
315974621.22684544,00000000-0000-0000-0000-000000054940,OTHERS,129.65766380747195,2888.784396688322,MIA
315974621.22684544,00000000-0000-0000-0000-000000053207,AGENT,138.5745270404519,2828.482055573049,MIA
315974621.22684544,00000000-0000-0000-0000-000000054952,OTHERS,148.46391069534394,2788.673435329502,MIA
315974621.22684544,00000000-0000-0000-0000-000000054960,OTHERS,151.50043528163226,2785.055145604546,MIA
315974621.22684544,00000000-0000-0000-0000-000000054941,OTHERS,129.89752043528244,2890.6324039657893,MIA
315974621.32653934,00000000-0000-0000-0000-000000000000,AV,137.9981337738248,2861.7101310365692,MIA
315974621.32653934,00000000-0000-0000-0000-000000053253,OTHERS,136.55560573289907,2890.06072925377,MIA
315974621.32653934,00000000-0000-0000-0000-000000054922,OTHERS,136.5527867043007,2797.444196840132,MIA
315974621.32653934,00000000-0000-0000-0000-000000054829,OTHERS,134.34011325663394,2855.313546575632,MIA
315974621.32653934,00000000-0000-0000-0000-000000054886,OTHERS,144.88949478473225,2855.639448314087,MIA
315974621.32653934,00000000-0000-0000-0000-000000054936,OTHERS,135.00336705242543,2840.7370634323142,MIA
315974621.32653934,00000000-0000-0000-0000-000000054940,OTHERS,129.61166997335894,2888.870997079793,MIA
315974621.32653934,00000000-0000-0000-0000-000000053207,AGENT,138.59131390037268,2827.434320369481,MIA
315974621.32653934,00000000-0000-0000-0000-000000054952,OTHERS,148.28717243153272,2788.6919001781403,MIA
315974621.32653934,00000000-0000-0000-0000-000000054960,OTHERS,151.5086840743723,2785.0041818696996,MIA
315974621.32653934,00000000-0000-0000-0000-000000054941,OTHERS,129.96652158062656,2890.717382557989,MIA
315974621.42568976,00000000-0000-0000-0000-000000000000,AV,138.03627163431378,2860.814483565005,MIA
315974621.42568976,00000000-0000-0000-0000-000000053253,OTHERS,136.56073802580428,2889.403124212297,MIA
315974621.42568976,00000000-0000-0000-0000-000000054922,OTHERS,136.68143858735954,2797.4795534187892,MIA
315974621.42568976,00000000-0000-0000-0000-000000054829,OTHERS,134.34467942326424,2855.3414916357597,MIA
315974621.42568976,00000000-0000-0000-0000-000000054886,OTHERS,144.84846147350703,2856.3272875715397,MIA
315974621.42568976,00000000-0000-0000-0000-000000054936,OTHERS,134.97732812134078,2840.991403090765,MIA
315974621.42568976,00000000-0000-0000-0000-000000054940,OTHERS,129.61166997335894,2888.870997079793,MIA
315974621.42568976,00000000-0000-0000-0000-000000053207,AGENT,138.66885036732774,2826.433865706328,MIA
315974621.42568976,00000000-0000-0000-0000-000000054952,OTHERS,148.31689417136784,2788.6241318664893,MIA
315974621.42568976,00000000-0000-0000-0000-000000054960,OTHERS,151.5086840743723,2785.0041818696996,MIA
315974621.42568976,00000000-0000-0000-0000-000000054941,OTHERS,129.96652158062656,2890.717382557989,MIA
315974621.42568976,00000000-0000-0000-0000-000000054956,OTHERS,147.24253911381822,2897.64597892226,MIA
315974621.5269694,00000000-0000-0000-0000-000000000000,AV,138.07385863080768,2859.9136979795585,MIA
315974621.5269694,00000000-0000-0000-0000-000000053253,OTHERS,136.52943421215795,2888.5797846355395,MIA
315974621.5269694,00000000-0000-0000-0000-000000054922,OTHERS,136.78755147107464,2797.4857737566717,MIA
315974621.5269694,00000000-0000-0000-0000-000000054829,OTHERS,134.34736552831205,2855.3196104313092,MIA
315974621.5269694,00000000-0000-0000-0000-000000054886,OTHERS,144.84327494066278,2856.987601567932,MIA
315974621.5269694,00000000-0000-0000-0000-000000054936,OTHERS,134.98129771982357,2840.731924012756,MIA
315974621.5269694,00000000-0000-0000-0000-000000054940,OTHERS,129.58904567793465,2888.979965297665,MIA
315974621.5269694,00000000-0000-0000-0000-000000053207,AGENT,138.68540721858344,2825.2202381656884,MIA
315974621.5269694,00000000-0000-0000-0000-000000054952,OTHERS,148.49107720591005,2788.6142751949933,MIA
315974621.5269694,00000000-0000-0000-0000-000000054941,OTHERS,129.87521316473334,2890.7854482002363,MIA
315974621.5269694,00000000-0000-0000-0000-000000054956,OTHERS,147.24253911381822,2897.64597892226,MIA
315974621.5269694,00000000-0000-0000-0000-000000054960,OTHERS,151.51133370585546,2784.9485489360936,MIA
315974621.62713945,00000000-0000-0000-0000-000000000000,AV,138.1140248197222,2858.9183180806817,MIA
